testcat, modules, coeffset, cstruct, target, cfgstr, max-shift, wsize-in, freq, clbs, luts, ffs, dsps, fmax, logic-levels, power (total), power (static), power (dynamic)
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 5, 200, 5, 8, 12, 0, 687.76, 3  (CARRY4=2 LUT6=1), 0.650, 0.636, 0.013
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 5, 600, 6, 8, 12, 0, 704.23, 3  (CARRY4=2 LUT6=1), 0.677, 0.637, 0.040
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 5, 400, 5, 8, 12, 0, 687.76, 3  (CARRY4=2 LUT6=1), 0.663, 0.636, 0.027
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 6, 200, 5, 9, 14, 0, 706.71, 3  (CARRY4=2 LUT6=1), 0.651, 0.636, 0.015
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 6, 400, 5, 9, 14, 0, 651.47, 3  (CARRY4=2 LUT6=1), 0.667, 0.636, 0.030
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 6, 600, 6, 9, 14, 0, 656.17, 3  (CARRY4=2 LUT6=1), 0.682, 0.637, 0.045
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 7, 200, 7, 10, 16, 0, 619.20, 3  (CARRY4=2 LUT6=1), 0.653, 0.636, 0.017
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 7, 400, 7, 10, 16, 0, 619.20, 3  (CARRY4=2 LUT6=1), 0.670, 0.636, 0.033
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 7, 600, 7, 10, 16, 0, 671.14, 3  (CARRY4=2 LUT6=1), 0.687, 0.637, 0.050
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 8, 200, 6, 11, 18, 0, 683.06, 4  (CARRY4=3 LUT6=1), 0.655, 0.636, 0.018
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 8, 400, 6, 11, 18, 0, 683.06, 4  (CARRY4=3 LUT6=1), 0.673, 0.637, 0.037
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 8, 600, 7, 11, 18, 0, 619.96, 4  (CARRY4=3 LUT6=1), 0.692, 0.637, 0.055
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 10, 200, 7, 13, 22, 0, 616.90, 4  (CARRY4=3 LUT6=1), 0.658, 0.636, 0.021
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 10, 400, 7, 13, 22, 0, 600.96, 4  (CARRY4=3 LUT6=1), 0.679, 0.637, 0.043
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 10, 600, 8, 13, 22, 0, 647.67, 4  (CARRY4=3 LUT6=1), 0.701, 0.637, 0.064
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 12, 200, 8, 15, 26, 0, 608.64, 5  (CARRY4=4 LUT6=1), 0.661, 0.636, 0.025
